"steam_appid";"nome";"data_de_lancamento";"plataforma";"generos";"avaliacoes_positivas";"avaliacoes_negativas";"media_tempo_jogado";"preco"
232910;"TrackMania² Stadium";"2013-06-20";"windows";"Racing;Sports";2915;571;6516;8.59
232950;"Bridge Project";"2013-03-28";"windows;mac";"Simulation";333;338;2;15.99
232970;"Thunder Wolves";"2013-05-15";"windows";"Action;Casual;Indie";377;61;0;7.99
233110;"Defense Technica";"2013-10-24";"windows;mac";"Indie;Strategy";57;95;0;11.99
233130;"Shadow Warrior";"2013-09-26";"windows;mac;linux";"Action;Adventure";18716;1426;319;29.99
233150;"LUFTRAUSERS";"2014-03-18";"windows;mac;linux";"Action;Indie;Simulation";3180;302;260;6.99
233190;"Final Exam";"2013-11-05";"windows";"Action;Indie";761;143;196;6.99
233210;"Air Conflicts: Vietnam";"2013-10-02";"windows;mac;linux";"Action;Simulation";63;169;0;11.39
233230;"Kairo";"2013-04-24";"windows;mac;linux";"Adventure;Indie";1131;392;0;3.99
233270;"Far Cry 3 - Blood Dragon";"2013-05-01";"windows";"Action;Adventure";9282;1257;249;12.49
233290;"Murdered: Soul Suspect";"2014-06-05";"windows";"Action;Adventure;RPG";8658;1647;282;19.99
233310;"Avadon 2: The Corruption";"2013-10-30";"windows;mac";"Indie;RPG;Strategy";111;22;4;6.99
233350;"Sudeki";"2014-02-24";"windows";"Action;Adventure;RPG";413;70;217;4.99
233410;"Tomb Raider - The Final Hours Digital Book";"2013-03-07";"windows;mac";"Action";94;11;0;1.59
233450;"Prison Architect";"2015-10-06";"windows;mac;linux";"Indie;Simulation;Strategy";31687;2286;1472;23.79
233470;"Evoland";"2013-04-04";"windows;mac";"Adventure;Indie;RPG";4437;906;237;6.99
233510;"Lunnye Devitsy";"2009-07-01";"windows";"Casual;Indie";103;52;82;0.0
233550;"Another World – 20th Anniversary Edition";"2013-04-04";"windows;mac;linux";"Action;Adventure";1167;234;102;6.99
233610;"Distance";"2018-09-18";"windows;mac;linux";"Action;Indie;Racing";3989;279;887;19.49
233720;"Surgeon Simulator";"2013-04-19";"windows;mac;linux";"Action;Indie;Simulation";11387;2462;266;6.99
233740;"Organ Trail: Director's Cut";"2013-03-19";"windows;mac;linux";"Indie;Strategy";2182;284;203;3.99
233840;"Worms Clan Wars";"2013-08-15";"windows;mac;linux";"Strategy";1730;556;533;18.99
233860;"Kenshi";"2018-12-06";"windows";"Action;Indie;RPG;Simulation;Strategy";9512;1171;1756;22.99
233980;"UnEpic";"2014-07-25";"windows;mac;linux";"Action;Indie;RPG";5899;449;392;9.99
234080;"Castlevania: Lords of Shadow – Ultimate Edition";"2013-08-27";"windows";"Action;Adventure";3827;953;706;19.99
234140;"Mad Max";"2015-09-01";"windows;mac;linux";"Action;Adventure";36222;3811;1030;15.99
234160;"Strike Suit Infinity";"2013-04-30";"windows";"Action;Indie";459;82;168;4.99
234190;"Receiver";"2013-04-29";"windows;mac;linux";"Action;Indie;Simulation";2627;695;77;3.99
234270;"Ken Follett's The Pillars of the Earth";"2017-08-15";"windows;mac;linux";"Adventure;Casual;Indie";1320;99;101;26.99
234290;"Zack Zero";"2013-04-29";"windows";"Action;Adventure;Indie";244;136;66;1.99
234330;"MARVEL Puzzle Quest";"2013-12-05";"windows";"Casual;Free to Play;RPG";2341;1051;0;0.0
234350;"Luxor 2 HD";"2013-05-13";"windows";"Casual";67;16;10;6.99
234370;"Shattered Haven";"2013-03-18";"windows;mac;linux";"Action;Adventure;Indie";29;59;0;6.99
234390;"Teleglitch: Die More Edition";"2013-07-24";"windows;mac;linux";"Action;Indie";2158;361;117;8.99
234490;"Rush Bros.";"2013-05-24";"windows;mac";"Action;Indie;Racing";553;341;63;7.19
234630;"Project CARS";"2015-03-15";"windows";"Racing;Simulation;Sports";8618;2720;232;23.39
234650;"Shadowrun Returns";"2013-07-25";"windows;mac;linux";"Adventure;Indie;RPG;Strategy";8676;1132;278;10.99
234670;"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD";"2013-10-24";"windows";"Action;Adventure";8209;882;1360;14.99
234820;"Driver Fusion - The Best Driver & Device Solution";"2013-05-06";"windows";"Education;Software Training;Utilities;Web Publishing";184;88;0;0.0
234900;"Anodyne";"2013-03-22";"windows;mac";"Action;Adventure;Indie";856;154;128;6.99
234920;"Dyscourse";"2015-03-25";"windows;mac;linux";"Adventure;Casual;Indie;Simulation";327;92;258;10.99
234940;"The 39 Steps";"2013-04-25";"windows;mac;linux";"Adventure;Casual;Indie";982;317;218;3.99
235070;"Bad Bots";"2013-05-17";"windows;mac";"Action;Indie";139;106;83;3.99
235210;"STRIDER™ / ストライダー飛竜®";"2014-02-19";"windows";"Action;Adventure";2127;401;324;11.99
235250;"Super Sanctum TD";"2013-05-09";"windows;mac";"Casual;Indie;Strategy";1271;169;121;3.99
235320;"Original War";"2014-01-27";"windows";"Indie;Strategy";923;66;232;3.99
235340;"Prime World";"2014-03-31";"windows";"Action;Free to Play;Massively Multiplayer;RPG";1954;1378;28;0.0
235360;"Prime World: Defenders";"2013-06-05";"windows;mac";"Casual;Indie;RPG;Strategy";673;213;739;6.99
235380;"Blitzkrieg 3";"2017-06-02";"windows;mac";"Strategy";2714;1890;221;7.19
235400;"King’s Bounty: Legions";"2013-12-10";"windows";"Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy";617;577;19;0.0
235460;"METAL GEAR RISING: REVENGEANCE";"2014-01-09";"windows";"Action";13722;1157;863;19.99
235520;"The White Laboratory";"2019-03-28";"windows";"Indie;Strategy";120;34;0;7.19
235540;"Warhammer: End Times - Vermintide";"2015-10-23";"windows";"Action;Indie";13905;3560;1200;22.99
235600;"Tom Clancy’s Splinter Cell Blacklist";"2013-08-23";"windows";"Action;Adventure";10016;1982;669;16.99
235620;"Small World 2";"2013-12-11";"windows;mac;linux";"Casual;Indie;Strategy";520;174;1364;6.99
235660;"Eador: Genesis";"2013-10-14";"windows";"Indie;Strategy";199;38;0;3.99
235720;"Cubetractor";"2013-05-29";"windows;mac";"Action;Indie;Strategy";327;103;36;3.99
235800;"Audiosurf 2";"2015-05-26";"windows;mac;linux";"Indie";3785;882;507;10.99
235820;"Element4l";"2013-05-24";"windows;mac;linux";"Action;Indie";506;99;0;6.99
235900;"RPG Maker XP";"2013-12-13";"windows";"Web Publishing";326;34;0;18.99
235980;"Tetrobot and Co.";"2013-10-22";"windows;mac;linux";"Casual;Indie";371;9;1107;6.99
236010;"Bloxitivity";"2016-01-21";"windows";"Casual;Indie";16;14;0;8.99
236090;"Dust: An Elysian Tail";"2013-05-24";"windows;mac;linux";"Action;Adventure;Indie;RPG";15064;625;370;11.99
236110;"Dungeon Defenders II";"2017-06-20";"windows";"Action;Free to Play;Indie;RPG;Strategy";10766;3802;523;0.0
236130;"Horizon";"2014-02-06";"windows";"Indie;Strategy";243;177;84;22.99
236150;"Starpoint Gemini 2";"2014-09-26";"windows";"Action;RPG;Simulation";2604;1126;326;26.99
236290;"Cranky Cat";"2013-06-05";"windows";"Casual";22;5;0;1.99
236370;"Interstellar Marines";"2013-07-02";"windows;mac;linux";"Action;Indie;RPG;Simulation;Early Access";4556;2946;112;6.95
236390;"War Thunder";"2013-08-15";"windows;mac;linux";"Action;Free to Play;Massively Multiplayer;Simulation";83852;22166;4200;0.0
236430;"DARK SOULS™ II";"2014-04-25";"windows";"Action;RPG";30008;3799;2377;29.99
236450;"PAC-MAN™ Championship Edition DX+";"2013-09-24";"windows";"Action";5988;291;67;7.99
236470;"PAC-MAN MUSEUM™";"2014-02-25";"windows";"Action";120;80;0;14.99
236490;"Hexodius";"2013-06-21";"windows";"Action;Indie";18;12;9;7.99
236510;"Takedown: Red Sabre";"2014-02-10";"windows";"Action;Simulation;Strategy";2136;3378;80;3.99
236690;"Blood Bowl 2";"2015-09-22";"windows;mac";"Sports;Strategy";2734;1085;1433;14.99
236730;"Anomaly 2";"2013-05-15";"windows;mac;linux";"Action;Indie;Strategy";511;121;87;11.49
236790;"Agricultural Simulator 2013 - Steam Edition";"2013-06-07";"windows";"Casual;Simulation";145;486;5;6.99
236850;"Europa Universalis IV";"2013-08-13";"windows;mac;linux";"Simulation;Strategy";40346;8254;8138;34.99
236930;"Blackwell Epiphany";"2014-04-24";"windows";"Adventure;Indie";503;8;0;6.99
236970;"Jack Keane 2 - The Fire Within";"2013-06-28";"windows";"Adventure";19;22;0;7.19
237310;"Elsword";"2014-07-02";"windows";"Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG";4755;1511;796;0.0
237350;"Frozen Cortex";"2015-02-19";"windows;mac;linux";"Indie;Sports;Strategy";188;69;0;18.99
237430;"Expeditions: Conquistador";"2013-05-30";"windows;mac;linux";"Indie;RPG;Strategy";887;201;0;17.99
237470;"Battle Worlds: Kronos";"2013-11-04";"windows;mac;linux";"Strategy";159;76;34;14.99
237550;"Realms of Arkania: Blade of Destiny";"2013-07-29";"windows;mac;linux";"Adventure;Indie;RPG";168;139;1;10.99
237570;"Penny Arcade's On the Rain-Slick Precipice of Darkness 4";"2013-06-07";"windows";"Indie;RPG";253;57;315;1.69
237630;"DuckTales: Remastered";"2013-08-13";"windows";"Action;Adventure;Casual";3198;523;240;11.99
237740;"Angry Video Game Nerd Adventures";"2013-09-20";"windows";"Action;Adventure;Indie";2416;298;157;3.99
237760;"Intake";"2013-11-06";"windows;mac";"Action;Indie";349;26;75;6.99
237850;"Dreamfall Chapters";"2017-07-21";"windows;mac;linux";"Adventure;Indie";2829;562;335;18.99
237870;"Planet Explorers";"2016-11-08";"windows;mac;linux";"Action;Adventure;Indie;RPG;Simulation";3847;1729;545;7.19
237890;"Agarest: Generations of War";"2014-02-04";"windows";"Adventure;RPG;Strategy";1199;447;272;10.99
237930;"Transistor";"2014-05-20";"windows;mac;linux";"Action;Indie;RPG";22158;1162;353;15.49
237950;"UFO: Afterlight";"2014-01-06";"windows";"Indie;Strategy";210;140;2380;4.99
237970;"Memento Mori 2";"2014-05-13";"windows";"Adventure;Indie";56;22;0;16.99
237990;"The Banner Saga";"2014-01-14";"windows;mac";"Indie;RPG;Strategy";9750;1131;164;18.74
238010;"Deus Ex: Human Revolution - Director's Cut";"2013-10-25";"windows;mac";"Action;RPG";13044;1233;947;12.99
238050;"The Apogee Throwback Pack";"2013-07-01";"windows;mac";"Action";198;20;37;6.99
238090;"Sniper Elite 3";"2014-06-27";"windows";"Action;Adventure";12737;3297;321;22.99
238210;"System Shock 2";"2013-05-10";"windows;mac";"Action;RPG";4227;274;256;6.99
238240;"Edge of Space";"2015-09-17";"windows";"Action;Adventure;Indie;RPG";996;1647;0;10.99
238260;"Pinball Arcade";"2013-11-04";"windows;mac";"Free to Play;Simulation";2175;812;6;0.0
238320;"Outlast";"2013-09-04";"windows;mac;linux";"Action;Adventure;Indie";45966;1953;751;15.49
238370;"Magicka 2";"2015-05-26";"windows;mac;linux";"Action;Adventure";4873;1382;198;10.99
238430;"Contagion";"2013-10-25";"windows";"Action;Adventure;Indie";9087;3585;366;6.99
238460;"BattleBlock Theater®";"2014-05-15";"windows;mac;linux";"Action;Adventure;Casual;Indie";47342;1290;774;10.99
238530;"Super Puzzle Platformer Deluxe";"2013-05-24";"windows;mac";"Action;Casual;Indie";367;33;0;5.59
238630;"Fist Puncher";"2013-06-21";"windows;mac;linux";"Action;Indie";192;65;0;6.99
238750;"Might & Magic X - Legacy";"2014-01-23";"windows;mac";"RPG";1571;780;274;20.99
238870;"Citadels";"2013-07-25";"windows";"Action;Strategy";62;354;0;10.99
238890;"Skyward Collapse";"2013-05-23";"windows;mac;linux";"Indie;Simulation;Strategy";126;164;68;3.99
238910;"Bionic Dues";"2013-10-08";"windows;mac;linux";"Indie;RPG;Strategy";672;226;249;6.99
238930;"7 Grand Steps: What Ancients Begat";"2013-06-07";"windows;mac";"Casual;Indie;Simulation;Strategy";356;299;178;14.99
238960;"Path of Exile";"2013-10-23";"windows";"Action;Adventure;Free to Play;Indie;Massively Multiplayer;RPG";71593;6117;5263;0.0
239030;"Papers, Please";"2013-08-08";"windows;mac;linux";"Adventure;Indie";25587;1103;674;6.99
239070;"Hammerwatch";"2013-08-12";"windows;mac;linux";"Action;Adventure;Indie;RPG";5092;566;288;6.99
239090;"Samurai Gunn";"2013-12-10";"windows;mac";"Action";337;21;0;11.99
239120;"FINAL FANTASY III";"2014-05-27";"windows";"RPG";1029;250;138;10.99
239140;"Dying Light";"2015-01-26";"windows;mac;linux";"Action;RPG";78192;6176;2033;24.99
239160;"Thief";"2014-02-27";"windows;mac";"Action;Adventure";10486;4326;276;19.99
239200;"Amnesia: A Machine for Pigs";"2013-09-10";"windows;mac;linux";"Action;Adventure;Indie";4336;2143;100;14.99
239250;"Castlevania: Lords of Shadow 2";"2014-02-25";"windows";"Action;Adventure";2390;479;732;24.99
239430;"Q.U.B.E: Director's Cut";"2014-05-21";"windows;mac;linux";"Action;Adventure;Indie";1194;217;63;6.99
239700;"Hate Plus";"2013-08-19";"windows;mac;linux";"Indie";452;72;0;7.19
239720;"PAC-MAN™ and the Ghostly Adventures";"2014-03-06";"windows";"Action";126;33;0;29.99
239800;"Bleed";"2013-07-03";"windows;mac;linux";"Action;Indie";1635;120;132;3.99
239820;"Game Dev Tycoon";"2013-08-29";"windows;mac;linux";"Casual;Indie;Simulation;Strategy";27373;1436;807;6.99
239840;"Dead State: Reanimated";"2014-12-04";"windows";"Indie;RPG;Strategy";1405;526;1264;14.99
240320;"Panzar";"2013-11-25";"windows";"Action;Free to Play;Massively Multiplayer;RPG";2987;1609;2218;0.0
240340;"Space Ace";"2013-08-27";"windows;mac;linux";"Action;Adventure;Casual";80;8;0;6.99
240360;"Dragon's Lair 2: Time Warp";"2013-10-24";"windows;mac;linux";"Action;Adventure;Casual";46;9;0;6.99
240440;"Quadrilateral Cowboy";"2016-07-25";"windows;mac;linux";"Action;Adventure;Indie";468;50;316;14.99
240600;"MotoGP™13";"2013-06-20";"windows";"Racing;Simulation;Sports";409;166;0;6.99
240620;"Wanderlust Adventures";"2015-08-10";"windows";"Action;Adventure;Indie;RPG";137;86;201;6.99
240720;"Getting Over It with Bennett Foddy";"2017-12-06";"windows;mac;linux";"Action";10964;2913;169;5.79
240760;"Wasteland 2: Director's Cut";"2014-09-18";"windows;mac;linux";"Adventure;Indie;RPG;Strategy";6221;1309;564;23.79
240970;"Half Minute Hero: The Second Coming";"2014-04-04";"windows";"Action;Indie;RPG";425;33;637;6.99
241000;"Jon Shafer's At the Gates";"2019-01-23";"windows;mac;linux";"Indie;Strategy";148;139;0;24.99
241240;"Contraption Maker";"2014-07-07";"windows;mac;linux";"Casual;Indie;Simulation";959;92;102;7.19
241260;"Sherlock Holmes: Crimes and Punishments";"2014-09-29";"windows";"Adventure";1988;169;464;19.99
241300;"Card City Nights 2";"2017-09-01";"windows;mac;linux";"Adventure;Indie;Strategy";62;8;444;5.79
241320;"Ittle Dew";"2013-07-23";"windows;mac;linux";"Adventure;Indie";940;69;266;7.19
241410;"CastleStorm";"2013-07-29";"windows";"Action;Indie;Strategy";1104;129;950;6.99
241560;"The Crew™";"2014-12-19";"windows";"Action;Massively Multiplayer;Racing";9479;4636;657;25.99
241600;"Rogue Legacy";"2013-06-27";"windows;mac;linux";"Action;Adventure;Indie;RPG";13854;936;769;10.99
241620;"Inquisitor";"2013-08-01";"windows";"Violent;Gore;Indie;RPG";330;164;0;6.99
241720;"Guncraft";"2013-08-09";"windows";"Action;Indie";607;636;103;10.99
241760;"Kill to Collect";"2016-04-06";"windows";"Action;Adventure;Indie";120;40;0;6.99
241910;"Goodbye Deponia";"2013-10-17";"windows;mac;linux";"Adventure;Indie";1324;163;239;16.99
242050;"Assassin’s Creed® IV Black Flag™";"2013-11-19";"windows";"Action;Adventure";23904;3362;3234;16.99
242110;"Joe Danger 2: The Movie";"2013-06-24";"windows;mac;linux";"Action;Casual;Indie;Racing";199;149;391;9.99
242130;"Vector Thrust";"2015-07-02";"windows";"Action;Indie;Simulation";319;283;0;18.99
242530;"The Chaos Engine";"2013-08-29";"windows;mac;linux";"Action";196;108;0;6.99
242570;"Space Hulk";"2013-08-15";"windows;mac;linux";"Indie;Strategy";1292;556;87;18.99
242640;"Styx: Master of Shadows";"2014-10-07";"windows";"Action";4506;962;243;24.99
242680;"Nuclear Throne";"2015-12-05";"windows;mac;linux";"Action;Indie;RPG";9694;405;682;9.29
242700;"Injustice: Gods Among Us Ultimate Edition";"2013-11-29";"windows";"Action";8793;1473;288;14.99
242720;"GunZ 2: The Second Duel";"2014-05-01";"windows";"Action;Free to Play;Indie";6865;3424;450;0.0
242760;"The Forest";"2018-04-30";"windows";"Action;Adventure;Indie;Simulation";110460;8881;2417;15.49
242780;"Cognition: An Erica Reed Thriller";"2013-09-19";"windows;mac";"Adventure;Indie";503;101;111;10.99
242820;"140";"2013-10-16";"windows;mac;linux";"Action;Indie";3398;241;205;3.99
242840;"In Verbis Virtus";"2015-04-03";"windows";"Action;Adventure;Indie;RPG";1102;266;286;14.99
242860;"Verdun";"2015-04-28";"windows;mac;linux";"Action;Indie;Strategy";22048;4418;3846;15.49
242880;"Sir, You Are Being Hunted";"2014-05-02";"windows;mac;linux";"Action;Indie";2760;743;98;14.99
242920;"Banished";"2014-02-18";"windows";"Indie;Simulation;Strategy";24653;2820;1209;14.99
243000;"Omikron: The Nomad Soul";"2013-09-26";"windows";"RPG";234;97;0;6.99
243120;"Betrayer";"2014-03-24";"windows";"Action;Adventure;Indie";2601;578;112;3.99
243160;"Mushroom 11";"2015-10-15";"windows;mac;linux";"Action;Adventure;Indie";436;88;373;10.99
243200;"Memoria";"2013-08-29";"windows;mac";"Adventure;Indie";1352;136;168;26.99
243220;"FRACT OSC";"2014-04-22";"windows;mac";"Indie";448;72;0;10.99
243280;"Poöf";"2013-11-08";"windows;mac";"Action;Indie;Strategy";155;42;217;4.99
243360;"TrackMania² Valley";"2013-07-04";"windows";"Racing;Sports";282;80;466;16.99
243450;"Urban Trial Freestyle";"2013-09-18";"windows";"Action;Racing;Simulation;Sports";1191;272;166;4.99
243470;"Watch_Dogs™";"2014-05-26";"windows";"Action;Adventure";15159;7383;1176;25.99
243780;"PixelJunk™ Monsters Ultimate";"2013-08-26";"windows;mac;linux";"Strategy";618;185;135;6.99
243800;"Gas Guzzlers Extreme";"2013-10-08";"windows";"Action;Racing;Sports";2511;415;137;18.99
243930;"Bound By Flame";"2014-05-08";"windows;linux";"Action;RPG";1843;943;731;14.99
243950;"Divinity: Dragon Commander";"2013-08-06";"windows";"Action;RPG;Strategy";1274;431;430;29.99
243970;"Invisible, Inc.";"2015-05-12";"windows;mac;linux";"Action;Indie;Strategy";3559;271;325;14.99
244030;"Take On Mars";"2017-02-09";"windows";"Simulation";850;660;13;20.99
244050;"Rise of Flight United";"2013-09-05";"windows";"Free to Play;Simulation";736;668;37;0.0
244070;"Sid Meier’s Ace Patrol";"2013-08-27";"windows";"Casual;Strategy";389;181;175;3.99
244090;"Sid Meier’s Ace Patrol: Pacific Skies";"2013-11-05";"windows";"Casual;Strategy";202;120;193;3.99
244160;"Homeworld Remastered Collection";"2015-02-25";"windows;mac";"Simulation;Strategy";5377;827;353;26.99
244210;"Assetto Corsa";"2014-12-19";"windows";"Indie;Racing;Simulation;Sports";15277;2337;3107;15.49
244410;"Supreme Ruler 1936";"2014-05-09";"windows";"Indie;Simulation;Strategy";169;61;0;9.99
244430;"realMyst: Masterpiece Edition";"2014-02-05";"windows;mac";"Adventure;Indie";521;102;0;12.99
244450;"Men of War: Assault Squad 2";"2014-05-15";"windows";"Action;Simulation;Strategy";11389;2025;4678;19.99
244590;"Epigenesis";"2014-08-01";"windows";"Action;Indie;Sports";807;418;139;0.0
244690;"Face Noir";"2013-10-17";"windows";"Adventure;Indie";158;75;81;6.99
244710;"Shelter";"2013-08-28";"windows;mac";"Adventure;Indie";2774;479;77;6.99
244730;"Divekick";"2013-08-20";"windows";"Action;Indie";1418;268;238;3.99
244750;"Aztez";"2017-08-01";"windows;mac;linux";"Action;Indie;Strategy";91;19;0;14.99
244770;"StarMade";"2014-12-04";"windows;mac;linux";"Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access";1852;772;2957;10.99
244810;"Foul Play";"2013-09-18";"windows;mac;linux";"Action;Adventure;Casual;Indie";493;107;0;9.99
244850;"Space Engineers";"2019-02-28";"windows";"Action;Indie;Simulation;Strategy";60221;9609;3739;15.49
244870;"Electronic Super Joy";"2013-08-23";"windows;mac;linux";"Action;Indie";3032;306;242;5.49
244890;"Velocity®Ultra";"2013-12-12";"windows";"Action;Indie";136;39;0;6.49
244910;"Homesick";"2015-05-28";"windows";"Adventure;Indie";788;218;130;10.99
244930;"SNOW";"2019-02-14";"windows";"Free to Play;Indie;Simulation;Sports";7235;3754;8180;0.0
244950;"Where is my Heart?";"2014-05-29";"windows;mac";"Adventure;Casual;Indie";123;33;0;5.59
245050;"SpellForce 2 - Demons of the Past";"2014-01-16";"windows";"RPG;Strategy";94;106;0;17.99
245170;"Skullgirls";"2013-08-22";"windows;mac;linux";"Action;Indie";14298;838;347;6.99
245280;"ENSLAVED™: Odyssey to the West™ Premium Edition";"2013-10-24";"windows";"Action;Adventure";3677;650;185;14.99
245300;"Disney Epic Mickey 2:  The Power of Two";"2014-10-06";"windows";"Action;Adventure";102;76;0;15.49
245370;"Etherium";"2015-03-25";"windows";"Strategy";321;509;577;7.49
245390;"I Have No Mouth, and I Must Scream";"2013-10-17";"windows;mac;linux";"Adventure";836;106;100;4.79
245410;"Wizardry 6: Bane of the Cosmic Forge";"2013-09-10";"windows;mac;linux";"Adventure;RPG";82;36;0;0.0
245430;"Wizardry 7: Crusaders of the Dark Savant";"2013-09-10";"windows;mac;linux";"Adventure;RPG";71;23;0;0.0
245450;"Wizardry 8";"2013-09-10";"windows;mac";"Adventure;RPG";460;41;0;6.99
245470;"Democracy 3";"2013-10-14";"windows;mac;linux";"Indie;Simulation;Strategy";4492;1596;752;18.99
245490;"Trials Fusion™";"2014-04-24";"windows";"Racing";1141;615;418;16.99
245620;"Tropico 5";"2014-05-23";"windows;mac;linux";"RPG;Simulation;Strategy";7878;2482;292;14.99
246070;"Hack 'n' Slash";"2014-09-09";"windows;mac;linux";"Adventure;Casual;Indie";412;348;46;9.99
246090;"Spacebase DF-9";"2014-10-27";"windows;mac;linux";"Indie;Simulation;Strategy";741;3134;228;6.99
246110;"MASSIVE CHALICE";"2015-06-01";"windows;mac;linux";"Indie;Strategy";1094;449;56;14.99
246420;"Kingdom Rush";"2014-01-06";"windows;mac;linux";"Action;Indie;Strategy";5101;182;225;6.99
246580;"The Typing of The Dead: Overkill";"2013-10-29";"windows";"Action";2280;347;175;14.99
246620;"Plague Inc: Evolved";"2016-02-18";"windows;mac;linux";"Casual;Indie;Simulation;Strategy";20081;1419;585;11.99
246680;"Secrets of Rætikon";"2014-04-17";"windows;mac;linux";"Action;Adventure;Indie";268;156;6;6.99
246700;"Strike Vector";"2014-01-28";"windows";"Action;Indie";1560;756;97;8.99
246720;"Wayward Manor";"2014-07-15";"windows;mac";"Adventure;Casual;Indie";29;50;0;4.99
246740;"Huntsman: The Orphanage (Halloween Edition)";"2013-09-13";"windows;mac";"Action;Adventure;Indie";66;159;3;6.19
246760;"Legends of Eisenwald";"2015-07-02";"windows";"Adventure;Indie;RPG;Strategy";1013;298;506;14.99
246800;"BeatBlasters III";"2014-02-21";"windows;mac;linux";"Action;Indie";31;46;0;6.99
246820;"Jeklynn Heights";"2016-05-25";"windows";"Action;Adventure;Casual;Indie;Early Access";14;4;0;0.0
246840;"FATE";"2013-12-12";"windows";"Action;Adventure;RPG";857;78;11;5.59
246880;"Recruits";"2014-07-31";"windows";"Action;Indie;Early Access";26;58;1;6.99
246900;"Viscera Cleanup Detail";"2015-10-23";"windows;mac";"Indie;Simulation";6753;580;589;9.99
246920;"Bombernauts";"2017-12-29";"windows;mac;linux";"Action;Indie";113;10;0;6.99
246940;"Lords of the Black Sun";"2014-09-12";"windows";"Indie;Strategy";76;292;0;22.99
246960;"Giana Sisters: Twisted Dreams - Rise of the Owlverlord";"2013-09-26";"windows";"Action;Indie";267;52;99;3.99
246980;"InFlux";"2013-09-18";"windows";"Adventure;Casual;Indie";142;62;0;7.19
247000;"Talisman: Digital Edition";"2014-02-25";"windows;mac";"Indie;RPG;Strategy";2975;986;332;5.19
247020;"Cook, Serve, Delicious!";"2013-10-08";"windows;mac;linux";"Action;Indie;Simulation;Strategy";4232;235;381;6.99
247080;"Crypt of the NecroDancer";"2015-04-23";"windows;mac;linux";"Action;Indie;RPG";14162;533;326;10.99
247140;"Soundodger+";"2013-10-11";"windows";"Casual;Indie";615;67;130;5.59
247240;"Volgarr the Viking";"2013-09-13";"windows;mac;linux";"Action;Adventure;Indie";1698;387;231;6.99
247370;"Mutant Mudds Deluxe";"2013-11-21";"windows";"Action;Indie";328;114;0;6.99
247430;"Hitman: Contracts";"2014-01-21";"windows";"Action";1000;195;15;8.29
247660;"Deadly Premonition: The Director's Cut";"2013-10-29";"windows";"Nudity;Violent;Gore;Action;Adventure";2038;916;318;19.99
247730;"Nether: Resurrected";"2014-06-05";"windows";"Action;Indie;Massively Multiplayer;RPG;Simulation";7456;10167;257;6.99
247870;"Redshirt";"2013-11-13";"windows;mac";"Indie;RPG;Simulation;Strategy";152;221;281;6.99
247950;"Sacred 3";"2014-07-31";"windows";"Action;RPG";954;2861;182;10.99
248190;"Knytt Underground";"2013-10-25";"windows;mac;linux";"Sexual Content;Violent;Adventure;Indie";275;41;228;4.99
248270;"Songs2See";"2013-11-26";"windows;mac";"Casual;Indie;Simulation";39;37;0;9.99
248310;"Freedom Planet";"2014-07-21";"windows;mac;linux";"Action;Indie";3549;163;259;10.99
248330;"Dino Run DX";"2015-09-29";"windows;mac";"Action;Indie;Racing";590;49;0;4.79
248350;"Omegalodon";"2013-09-20";"windows";"Action;Indie";241;135;96;7.19
248370;"Bridge It +";"2013-11-18";"windows";"Simulation";83;39;0;4.99
248390;"Craft The World";"2014-11-24";"windows;mac";"Indie;RPG;Simulation;Strategy";6946;984;1891;13.99
248470;"Doorways: Prelude";"2013-09-20";"windows;mac;linux";"Action;Adventure;Indie";364;188;130;6.99
248510;"Dominions 3: The Awakening";"2013-09-10";"windows;mac;linux";"Indie;Strategy";87;18;0;14.99
248530;"Depth Hunter 2: Deep Dive";"2014-08-20";"windows";"Action;Adventure;Casual;Indie;Simulation;Sports";659;227;288;10.99
248550;"Megabyte Punch";"2013-10-15";"windows;mac;linux";"Action;Adventure;Indie";866;108;57;11.99
248570;"Toribash";"2014-05-16";"windows;mac;linux";"Action;Free to Play;Indie;Strategy";11143;1563;130;0.0
248610;"Door Kickers";"2014-10-20";"windows;mac;linux";"Action;Indie;Simulation;Strategy";5834;349;366;14.99
248630;"Kingdoms Rise";"2013-11-18";"windows";"Action;Indie;RPG;Early Access";492;585;22;11.99
248650;"Draw a Stickman: EPIC";"2013-12-03";"windows";"Adventure;Casual;Indie";783;248;84;2.79
248800;"Dysfunctional Systems: Learning to Manage Chaos";"2013-09-26";"windows;mac;linux";"Adventure;Casual;Indie;RPG";614;181;0;3.99
248820;"Risk of Rain";"2013-11-08";"windows;mac;linux";"Action;Indie;RPG";22700;1589;946;6.99
248860;"NEO Scavenger";"2014-12-15";"windows;mac;linux";"Indie;RPG;Strategy";2947;319;906;11.39
249050;"Dungeon of the Endless™";"2014-10-27";"windows;mac";"Adventure;Indie;RPG;Strategy";7423;1046;648;8.99
249130;"LEGO® Marvel™ Super Heroes";"2013-11-15";"windows;mac";"Action;Adventure";8797;691;4034;14.99
249190;"Ancient Space";"2014-09-23";"windows;mac";"Strategy";136;168;0;14.99
